D1:7	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:4	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:8	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:12	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:16	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:20	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:24	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:28	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:32	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:36	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:40	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:44	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:48	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:52	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:56	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:60	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:64	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:68	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:72	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:76	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:80	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:84	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:88	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:92	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:96	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:100	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:104	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:108	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:112	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:116	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:120	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:124	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:128	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:132	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:136	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:140	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:144	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:148	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:152	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:156	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:160	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:164	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:168	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:172	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:176	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:180	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:184	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:188	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:192	
D1:0	D2:0	D3:1	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:196	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:200	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:204	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:208	
D1:0	D2:0	D3:0	D4:0	D5:0	DendP:0.0	Axon:0	Pulses:0	AxonP:0.0	time:212	
