D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     147	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     148	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     149	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	LED1 color:  2	LED2 color:  0	time:     150	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	LED1 color:  2	LED2 color:  0	time:     151	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     152	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     153	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     154	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     155	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     156	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     157	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     158	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     159	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     160	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     161	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     162	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     163	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     164	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     165	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     166	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     167	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     168	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     169	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     170	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     171	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     172	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     173	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     174	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     175	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     176	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     177	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     178	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     179	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     180	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     181	
D1:  0	D2:  0	D3:  0	D4:  0	D5:  0	Potential:  0.0	Axon:  0	Pulses:  1	time:     182	
